,VIS1,VIS2,MOT1,MOT2,DORATT2,DORATT1,VAN1,FP1,LIM1,LIM2,FP2,FP3,FP4,MOT3,DMN1,DMN3,DMN2
P5238,0.11434438079595566,0.23792913556098938,0.42307549715042114,0.12581194937229156,0.2132284790277481,0.223126620054245,0.18980182707309723,0.21310250461101532,0.13332879543304443,0.26683592796325684,0.1387234777212143,0.4747990369796753,0.28223535418510437,0.228903666138649,0.21846435964107513,0.4153088331222534,0.28940725326538086
P5254,0.15135975182056427,0.2466406226158142,0.6019031405448914,0.23940879106521606,0.19215263426303864,0.2403966635465622,0.21200063824653625,0.25818514823913574,0.24284406006336212,0.3127177953720093,0.13832660019397736,0.3251163363456726,0.1887442022562027,0.21642228960990906,0.20320278406143188,0.26454997062683105,0.2276705950498581
P5253,0.20616424083709717,0.30546024441719055,0.47285881638526917,0.3146710991859436,0.34894609451293945,0.3665497601032257,0.3449057638645172,0.2725648880004883,0.28390076756477356,0.4441027343273163,0.23249632120132446,0.41160884499549866,0.24992580711841583,0.23657965660095215,0.1780768632888794,0.25210514664649963,0.370297372341156
P5201,0.27480268478393555,0.20311307907104492,0.23562151193618774,0.3133263885974884,0.2709430754184723,0.19621771574020386,0.2625609338283539,0.3087309002876282,0.19551067054271698,0.3293288052082062,0.3244437277317047,0.45352882146835327,0.2307187169790268,0.18784524500370026,0.1684626191854477,0.25071981549263,0.27113500237464905
P5206,0.13829298317432404,0.2761134207248688,0.25708937644958496,0.2095838189125061,0.2833426594734192,0.2950979173183441,0.20889200270175934,0.24831832945346832,0.2199120670557022,0.2101249247789383,0.2147318720817566,0.25242096185684204,0.25342515110969543,0.23384271562099457,0.25043484568595886,0.3845175504684448,0.34936824440956116
P5230,0.1409895420074463,0.29464513063430786,0.46226710081100464,0.16311562061309814,0.18588735163211823,0.14679397642612457,0.1643233448266983,0.22200274467468262,0.1794634461402893,0.4783789813518524,0.1908005028963089,0.3760169744491577,0.1387367993593216,0.16201995313167572,0.17008450627326965,0.444183886051178,0.32970130443573
P5237,0.16710811853408813,0.30462366342544556,0.592357337474823,0.25338026881217957,0.2737877070903778,0.3579779863357544,0.2255009561777115,0.21367347240447998,0.14205245673656464,0.43448546528816223,0.2713095545768738,0.41951122879981995,0.25946712493896484,0.18326087296009064,0.22533167898654938,0.26128527522087097,0.38572242856025696
P5208,0.16837409138679504,0.3062596023082733,0.3677115738391876,0.19618935883045197,0.38518425822257996,0.16530747711658478,0.18687273561954498,0.25787127017974854,0.17498375475406647,0.3043883144855499,0.19708456099033356,0.32488250732421875,0.24815978109836578,0.21503996849060059,0.24109908938407898,0.30478090047836304,0.3310259282588959
P5252,0.20994433760643005,0.13594157993793488,0.2825571894645691,0.12640316784381866,0.26199179887771606,0.1538352221250534,0.18156065046787262,0.25684916973114014,0.22959423065185547,0.3407538831233978,0.14682842791080475,0.3567308783531189,0.18426942825317383,0.14221958816051483,0.14601503312587738,0.2494225800037384,0.32973262667655945
P5215,0.17073562741279602,0.24026896059513092,0.3548867404460907,0.15677137672901154,0.3148053288459778,0.34673386812210083,0.21469959616661072,0.359273225069046,0.18095630407333374,0.5182057619094849,0.24196204543113708,0.4195765256881714,0.25861337780952454,0.2650499641895294,0.2563035786151886,0.32924684882164,0.3801806569099426
P5212,0.1468299776315689,0.47544434666633606,0.5472604632377625,0.24761147797107697,0.37257373332977295,0.22392159700393677,0.19070817530155182,0.2345597743988037,0.1687479019165039,0.3210274577140808,0.23805613815784454,0.3279975652694702,0.24513007700443268,0.14096568524837494,0.254884272813797,0.3297029137611389,0.27541783452033997
P5224,0.22102555632591248,0.26216793060302734,0.46626242995262146,0.3382153809070587,0.4567974805831909,0.2743259370326996,0.3351334035396576,0.33987176418304443,0.22673103213310242,0.3298484981060028,0.21690650284290314,0.49188801646232605,0.2413603514432907,0.17902517318725586,0.25070393085479736,0.32942429184913635,0.22933126986026764
P5247,0.13423822820186615,0.20615586638450623,0.36663058400154114,0.2123386710882187,0.24600782990455627,0.14631693065166473,0.23563988506793976,0.21092718839645386,0.2475588321685791,0.17518609762191772,0.4286295175552368,0.35582664608955383,0.19802391529083252,0.18158690631389618,0.1693875938653946,0.3573762774467468,0.20139801502227783
P5249,0.12175357341766357,0.2121768444776535,0.3749900758266449,0.1871117800474167,0.3005216717720032,0.1833467036485672,0.16843803226947784,0.2128739058971405,0.1510419398546219,0.1783805787563324,0.13379280269145966,0.4167039096355438,0.25445082783699036,0.2418084591627121,0.21624904870986938,0.288457989692688,0.3084794878959656
P5225,0.1487158238887787,0.44835779070854187,0.5293713212013245,0.22506242990493774,0.258145272731781,0.27734965085983276,0.15919049084186554,0.1748441755771637,0.217482790350914,0.5579317808151245,0.19302970170974731,0.4055995047092438,0.21354953944683075,0.17547786235809326,0.20679093897342682,0.5059832334518433,0.2478426992893219
